0        31.98    18.84    9.40     0.75     -47.47   -24.99   -61.29   -28.22   -8.32    -0.66    -0.65    -110.64 
1        31.17    18.84    7.63     0.10     -49.56   -22.58   -60.18   -43.25   -9.14    -0.07    -0.49    -127.52 
2        28.90    19.22    5.84     1.31     -50.18   -24.31   -60.98   -37.91   -6.71    -1.81    -0.78    -127.41 
3        23.13    16.62    3.96     0.77     -37.93   -21.16   -58.88   -34.39   -6.83    -0.06    -0.56    -115.35 
4        20.41    16.80    5.05     1.19     -47.17   -27.52   -61.85   -31.74   -7.86    -1.22    -0.64    -134.54 
5        31.58    16.95    4.41     1.34     -46.71   -24.32   -58.25   -25.77   -10.40   -0.07    -0.78    -112.01 
6        19.72    28.68    2.62     1.21     -45.05   -22.27   -62.09   -44.08   -6.79    -0.89    -0.84    -129.79 
7        23.75    16.06    4.27     2.32     -48.00   -26.35   -63.44   -29.38   -7.36    -0.68    -0.63    -129.44 
8        23.56    15.66    3.86     0.86     -48.02   -25.21   -61.89   -26.38   -7.13    -1.66    -0.74    -127.10 
9        27.58    16.22    5.21     0.94     -48.00   -27.92   -60.32   -29.67   -6.65    -1.02    -0.58    -124.22 
10       24.72    16.38    7.14     1.93     -51.54   -24.45   -63.07   -30.71   -7.65    -1.49    -0.72    -129.47 
11       29.80    17.79    6.52     2.01     -49.29   -25.51   -59.84   -29.17   -6.49    -0.07    -0.70    -114.95 
12       26.66    14.81    4.76     0.76     -43.18   -25.77   -61.88   -33.36   -6.92    -1.07    -0.70    -125.88 
13       29.05    27.14    5.71     0.27     -47.76   -24.36   -63.07   -29.55   -8.65    -2.12    -0.86    -114.20 
14       23.86    16.51    3.00     1.38     -42.55   -25.94   -62.10   -43.87   -6.30    -0.13    -0.56    -136.70 
15       26.79    23.09    8.81     0.24     -52.53   -25.32   -60.08   -32.02   -7.78    -0.95    -0.75    -120.49 
16       28.99    17.52    6.02     2.27     -43.85   -27.68   -60.75   -37.99   -8.77    -0.08    -0.68    -125.00 
17       29.89    21.17    5.07     0.03     -45.17   -24.34   -60.25   -30.15   -7.63    -0.94    -0.79    -113.11 
18       28.21    15.90    4.33     2.41     -47.01   -24.10   -59.19   -33.21   -9.49    -0.09    -0.66    -122.88 
19       25.47    16.06    5.88     0.18     -50.43   -26.47   -57.24   -29.06   -9.67    -0.13    -0.73    -126.15 
