Steps    Con      Chain    Chi      Excluded Rama     Contact  Fragment Beta     Pap      Helical  DH       Total   
0        1147.93  878.59   220.42   68.80    -2279.42 -1499.46 -5704.75 -388.23  -154.03  -133.38  -14.95   -7858.48
1        1145.84  895.10   220.70   66.51    -2295.36 -1482.51 -5690.92 -384.76  -149.51  -128.07  -14.55   -7817.52
2        1157.30  883.77   219.34   75.60    -2285.50 -1490.80 -5692.36 -388.09  -152.16  -123.67  -14.11   -7810.68
3        1199.98  869.21   207.78   75.28    -2253.75 -1499.32 -5705.27 -382.55  -151.91  -125.76  -14.28   -7780.59
4        1239.43  870.30   214.99   81.64    -2278.35 -1482.58 -5705.18 -392.44  -150.23  -129.42  -14.49   -7746.33
5        1211.55  864.58   210.52   82.01    -2247.46 -1494.06 -5693.00 -379.06  -150.04  -134.89  -14.17   -7744.02
6        1198.35  855.57   224.64   64.95    -2289.73 -1487.64 -5702.88 -380.62  -150.26  -129.15  -15.01   -7811.79
7        1203.31  872.02   222.71   88.60    -2258.75 -1496.51 -5692.14 -399.59  -152.59  -131.74  -13.45   -7758.13
8        1223.01  896.21   216.56   70.44    -2260.40 -1496.36 -5698.49 -359.88  -151.37  -129.57  -14.48   -7704.34
9        1234.93  875.94   222.46   66.45    -2303.40 -1503.41 -5697.36 -373.33  -152.41  -127.05  -15.08   -7772.26
10       1245.32  879.63   233.08   75.82    -2264.32 -1501.65 -5693.62 -394.49  -150.17  -130.86  -15.35   -7716.61
11       1211.85  872.27   220.28   73.62    -2247.73 -1492.56 -5697.83 -378.17  -151.73  -131.72  -15.08   -7736.80
12       1190.48  871.18   212.18   73.33    -2266.30 -1498.15 -5706.48 -380.73  -152.70  -129.70  -14.74   -7801.64
13       1206.38  886.56   235.24   84.35    -2256.36 -1484.96 -5702.06 -379.78  -152.63  -133.54  -15.05   -7711.86
14       1179.95  864.31   221.15   70.69    -2268.12 -1493.76 -5711.09 -397.35  -150.63  -130.10  -14.81   -7829.77
15       1208.93  910.72   220.59   64.01    -2265.51 -1492.90 -5696.26 -408.22  -152.94  -131.18  -14.45   -7757.20
16       1173.40  878.36   218.04   81.43    -2279.70 -1483.75 -5705.88 -400.61  -151.51  -130.71  -14.49   -7815.43
17       1197.49  881.93   226.00   70.65    -2274.48 -1498.88 -5700.02 -377.42  -149.67  -127.71  -14.11   -7766.21
18       1214.32  855.24   221.03   92.79    -2260.14 -1499.37 -5700.76 -396.14  -152.15  -136.51  -14.05   -7775.74
19       1193.32  892.91   204.44   68.10    -2276.68 -1492.83 -5697.49 -383.22  -150.74  -130.64  -13.99   -7786.81
