Steps    Con      Chain    Chi      Excluded Rama     Contact  Fragment Beta     Pap      Helical  DH       Total   
0        1156.81  881.78   220.08   70.66    -2279.75 -1507.57 -5651.00 -418.35  -162.19  -121.06  -17.57   -7828.16
1        1149.93  894.64   221.50   68.74    -2288.78 -1498.13 -5640.21 -384.49  -150.50  -114.70  -16.78   -7758.78
2        1150.07  878.46   217.84   77.64    -2280.63 -1499.60 -5639.58 -396.07  -152.64  -115.05  -15.29   -7774.86
3        1190.49  866.26   206.54   79.23    -2252.05 -1499.38 -5649.19 -409.50  -159.16  -116.39  -15.64   -7758.78
4        1233.56  863.27   213.65   81.69    -2282.77 -1488.07 -5646.29 -401.43  -153.16  -116.37  -17.26   -7713.18
5        1203.76  873.43   208.78   82.92    -2247.64 -1503.12 -5648.51 -378.45  -152.46  -123.59  -15.39   -7700.27
6        1208.25  856.83   224.43   65.98    -2289.42 -1483.85 -5652.86 -403.66  -156.64  -117.61  -16.05   -7764.59
7        1197.06  869.84   220.59   90.77    -2261.79 -1489.54 -5634.40 -422.21  -160.09  -118.73  -13.60   -7722.11
8        1217.26  900.07   213.32   72.15    -2261.32 -1503.68 -5645.83 -387.11  -158.16  -116.38  -18.01   -7687.70
9        1225.67  879.42   222.15   67.30    -2300.49 -1496.01 -5646.09 -385.95  -153.70  -115.29  -18.09   -7721.08
10       1237.45  868.23   227.62   74.74    -2265.78 -1505.10 -5640.07 -394.33  -150.87  -121.58  -16.55   -7686.23
11       1209.59  875.29   221.11   74.77    -2241.46 -1490.91 -5643.65 -402.71  -158.06  -119.37  -15.91   -7691.30
12       1194.10  876.51   209.67   73.68    -2271.58 -1506.87 -5646.65 -405.94  -159.44  -119.80  -16.20   -7772.53
13       1211.29  884.76   237.54   85.09    -2253.60 -1487.40 -5643.18 -393.99  -153.55  -121.53  -17.45   -7652.01
14       1175.18  858.59   219.30   71.00    -2268.84 -1499.40 -5656.10 -402.08  -151.69  -116.94  -17.59   -7788.57
15       1195.10  905.32   218.79   63.25    -2257.93 -1484.67 -5640.40 -430.96  -157.00  -120.63  -14.92   -7724.06
16       1170.59  872.14   215.96   83.02    -2273.30 -1487.14 -5648.23 -425.38  -158.49  -118.07  -16.74   -7785.63
17       1189.16  876.97   228.81   72.18    -2279.43 -1495.15 -5644.27 -400.70  -156.45  -116.67  -15.97   -7741.54
18       1218.55  850.07   217.13   93.13    -2261.75 -1494.63 -5645.36 -412.80  -158.66  -123.35  -16.35   -7734.03
19       1186.50  892.75   204.63   69.02    -2280.50 -1483.57 -5640.17 -404.69  -158.23  -120.06  -16.35   -7750.67
