0        33.74    19.19    5.96     0.00     -51.33   -29.28   -68.87   -0.02    -0.16    -0.00    1.47     -89.31  
1        12.50    18.08    7.59     3.17     -48.29   -22.78   -70.56   -27.32   -1.45    -0.00    1.49     -127.57 
2        23.02    21.01    5.02     0.39     -53.47   -17.88   -71.98   -0.00    0.00     -0.00    0.81     -93.07  
3        32.48    24.83    4.60     2.13     -53.86   -19.19   -67.28   -0.00    0.00     -0.01    0.78     -75.52  
4        28.71    20.18    4.68     0.00     -44.27   -21.73   -71.09   -0.96    -0.00    -0.86    0.88     -84.47  
5        33.78    17.39    7.22     0.04     -53.07   -16.80   -68.12   -0.00    0.00     -0.00    0.85     -78.71  
6        25.22    15.94    3.70     0.02     -55.14   -25.43   -66.75   -0.00    -0.00    -0.00    0.97     -101.48 
7        25.31    16.79    4.65     1.22     -56.45   -20.91   -64.41   -0.00    0.00     -0.06    1.59     -92.27  
8        25.72    19.01    4.20     0.35     -59.26   -22.14   -68.68   -0.00    -0.00    -0.00    0.85     -99.95  
9        22.46    19.45    5.47     0.39     -56.87   -18.21   -69.74   -0.00    0.00     -0.00    0.76     -96.31  
10       26.64    22.79    6.91     0.65     -47.50   -27.49   -66.84   -24.50   -5.14    -0.00    2.02     -112.46 
11       22.49    20.79    5.44     1.04     -60.51   -18.92   -68.38   -8.54    0.00     -0.56    0.66     -106.49 
12       23.49    24.98    4.72     1.00     -49.17   -28.77   -73.00   -19.30   -1.08    -0.00    1.28     -115.85 
13       26.35    24.07    9.92     0.59     -53.73   -23.79   -68.41   -8.77    0.00     -0.99    0.86     -93.90  
14       23.75    19.11    7.44     2.89     -40.14   -27.93   -68.92   -36.41   -3.11    -0.53    1.65     -122.21 
15       24.35    15.48    6.27     0.60     -56.54   -22.51   -71.98   -0.00    -0.00    -0.00    0.78     -103.53 
16       25.28    16.13    5.37     2.12     -62.34   -19.80   -67.87   -6.46    0.00     -0.50    0.86     -107.20 
17       27.62    20.43    3.28     0.07     -59.32   -19.14   -66.72   -0.00    0.00     -0.00    0.80     -92.97  
18       28.43    23.97    6.98     0.31     -51.39   -28.08   -65.61   -16.99   -0.70    -1.11    0.94     -103.25 
19       25.42    19.98    5.18     1.24     -59.47   -18.76   -70.79   -0.00    0.00     -0.00    0.87     -96.34  
