0        25.61    18.47    7.57     0.47     -55.18   -21.62   -96.75   -0.00    0.00     -12.32   0.00     -133.76 
1        22.88    18.42    4.60     0.00     -55.17   -22.02   -94.63   -0.01    -0.00    -13.37   0.00     -139.31 
2        32.90    20.59    6.97     0.15     -53.35   -21.84   -96.80   -0.00    0.00     -8.63    0.00     -120.01 
3        27.39    21.81    6.64     0.14     -54.95   -21.19   -97.85   -0.31    0.00     -9.37    0.00     -127.70 
4        27.21    22.90    5.07     0.28     -53.52   -20.88   -100.66  -0.00    0.00     -13.04   0.00     -132.64 
5        31.88    15.95    5.14     0.00     -53.38   -21.33   -90.44   -0.61    0.00     -11.30   0.00     -124.09 
6        18.36    18.08    3.88     0.00     -51.73   -21.50   -95.51   -0.01    -0.00    -11.55   0.00     -139.98 
7        28.87    18.87    6.19     0.00     -50.74   -21.61   -102.10  -0.00    0.00     -13.01   0.00     -133.51 
8        32.06    18.87    6.07     0.08     -53.01   -21.97   -97.07   -0.00    -0.00    -13.19   0.00     -128.14 
9        35.02    19.34    6.02     0.00     -53.69   -22.56   -95.92   -0.01    0.00     -11.76   0.00     -123.56 
10       29.65    24.44    7.40     0.00     -54.86   -21.48   -99.70   -0.00    0.00     -9.44    0.00     -124.00 
11       23.59    15.06    4.17     0.00     -56.69   -21.38   -97.32   -0.55    0.00     -12.35   0.00     -145.46 
12       24.69    15.27    7.44     0.80     -48.22   -21.40   -99.80   -0.00    0.00     -9.90    0.00     -131.13 
13       23.39    21.94    4.66     0.59     -53.21   -21.31   -99.27   -0.01    0.00     -12.63   0.00     -135.86 
14       27.26    17.00    4.84     0.00     -53.53   -21.94   -98.94   -0.02    0.00     -13.16   0.00     -138.49 
15       33.33    18.27    5.70     0.20     -54.04   -20.96   -98.17   -0.01    -0.00    -10.55   0.00     -126.24 
16       25.59    17.14    5.24     0.02     -57.18   -21.38   -101.77  -0.00    0.00     -12.64   0.00     -144.98 
17       31.62    19.85    4.80     0.00     -52.56   -21.34   -99.13   -0.00    0.00     -11.04   0.00     -127.79 
18       25.70    19.69    7.83     0.83     -47.62   -21.86   -97.73   -0.02    0.00     -13.15   0.00     -126.34 
19       28.31    19.93    4.43     1.12     -49.84   -22.42   -99.62   -0.00    0.00     -10.58   0.00     -128.67 
