Steps    Con      Chain    Chi      Excluded Rama     Contact  Fragment Beta     Pap      Helical  DH       Total   
0        29.29    20.32    7.83     0.67     -49.79   -21.52   -76.36   -0.00    -0.00    -7.11    0.00     -96.66  
1        26.33    20.01    7.62     0.00     -52.69   -24.76   -72.70   -0.01    -0.00    -7.55    0.00     -103.75 
2        33.72    17.36    4.72     1.11     -52.11   -21.52   -78.43   -0.00    0.00     -6.00    0.00     -101.16 
3        24.99    21.86    4.70     0.14     -43.58   -20.28   -74.86   -0.00    0.00     -4.69    0.00     -91.72  
4        23.49    20.11    5.76     1.10     -51.19   -21.33   -79.42   -0.00    0.00     -9.10    0.00     -110.58 
5        34.34    16.58    5.05     0.02     -49.31   -21.25   -72.41   -0.00    0.00     -7.17    0.00     -94.15  
6        17.94    22.50    3.10     0.10     -51.04   -22.76   -79.48   -0.00    -0.00    -7.16    0.00     -116.80 
7        31.56    16.44    7.92     0.00     -52.04   -21.37   -78.51   -0.00    0.00     -7.46    0.00     -103.46 
8        28.34    19.05    4.23     0.06     -46.03   -21.47   -79.19   -0.00    -0.00    -9.60    0.00     -104.60 
9        26.92    20.26    5.00     0.02     -49.59   -21.30   -79.74   -0.00    0.00     -9.42    0.00     -107.85 
10       31.38    21.09    8.39     0.07     -55.82   -20.68   -78.03   -0.00    -0.00    -7.50    0.00     -101.11 
11       26.54    15.00    5.33     0.00     -54.23   -20.75   -75.74   -0.00    0.00     -7.47    0.00     -111.34 
12       29.40    15.16    6.35     1.76     -37.34   -21.24   -65.15   -25.54   0.00     -5.57    0.00     -102.17 
13       25.58    28.35    5.09     0.71     -51.99   -21.87   -81.72   -0.02    0.00     -9.67    0.00     -105.54 
14       25.16    15.47    3.22     0.09     -46.12   -22.12   -77.61   -0.02    -0.00    -7.08    0.00     -109.01 
15       30.01    18.93    6.86     0.12     -54.19   -20.15   -76.83   -0.01    -0.00    -6.67    0.00     -101.95 
16       28.52    19.49    3.10     0.83     -52.91   -19.55   -75.23   -0.00    0.00     -6.42    0.00     -102.18 
17       26.28    20.48    4.37     0.00     -49.91   -20.88   -76.92   -0.02    0.00     -6.82    0.00     -103.43 
18       28.60    21.71    5.87     0.89     -48.56   -20.80   -72.34   -0.02    0.00     -5.89    0.00     -90.54  
19       27.48    17.86    4.90     0.34     -53.55   -21.71   -78.47   -0.00    0.00     -6.86    0.00     -110.00 
