Steps    Con      Chain    Chi      Excluded Rama     Contact  Fragment Beta     Pap      Helical  DH       Total   
0        29.24    18.03    9.01     0.00     -61.53   -20.41   -105.25  -0.00    0.00     -9.81    0.00     -140.72 
1        26.77    19.17    3.75     0.23     -57.87   -19.69   -102.57  -0.00    0.00     -11.37   0.00     -141.59 
2        33.47    20.85    7.19     0.00     -50.71   -19.06   -102.74  -0.01    0.00     -7.33    0.00     -118.35 
3        25.39    18.47    7.17     0.35     -54.59   -19.97   -99.68   -0.31    0.00     -7.95    0.00     -131.12 
4        33.65    24.10    4.86     0.26     -50.78   -19.68   -105.23  -0.00    0.00     -10.89   0.00     -123.71 
5        29.55    14.43    5.01     0.09     -59.89   -20.08   -94.25   -0.61    0.00     -9.41    0.00     -135.17 
6        26.24    19.10    4.15     0.01     -55.56   -20.51   -103.37  -0.01    0.00     -10.89   0.00     -140.82 
7        24.43    25.54    5.16     0.46     -59.75   -20.29   -104.52  -0.82    0.00     -11.19   0.00     -140.97 
8        29.43    19.57    5.41     0.03     -57.29   -20.25   -104.35  -0.08    0.00     -10.84   0.00     -138.38 
9        33.83    18.30    5.82     0.00     -56.76   -20.86   -101.81  -0.00    0.00     -8.93    0.00     -130.41 
10       26.95    25.50    5.46     0.00     -58.66   -19.59   -101.07  -0.00    0.00     -7.22    0.00     -128.64 
11       28.08    19.06    6.83     0.51     -60.59   -20.79   -104.23  -0.55    0.00     -10.80   0.00     -142.48 
12       28.86    16.52    5.78     0.06     -58.27   -21.17   -105.75  -0.00    0.00     -8.38    0.00     -142.36 
13       27.63    21.10    5.59     0.33     -50.56   -20.00   -101.85  -0.01    0.00     -10.47   0.00     -128.23 
14       22.74    19.01    4.26     0.10     -59.04   -20.70   -105.84  -0.02    0.00     -12.57   0.00     -152.06 
15       36.75    21.39    4.36     0.20     -55.52   -21.11   -105.34  -0.00    0.00     -9.40    0.00     -128.67 
16       26.94    15.43    6.18     0.73     -59.46   -20.14   -105.66  -0.12    0.00     -11.42   0.00     -147.52 
17       29.89    21.57    5.44     0.94     -59.16   -20.79   -101.33  -0.64    0.00     -9.41    0.00     -133.49 
18       26.80    15.86    7.98     1.18     -49.71   -21.06   -103.58  -0.01    0.00     -11.60   0.00     -134.15 
19       23.62    21.87    5.56     2.54     -54.70   -19.85   -102.14  -0.00    0.00     -8.35    0.00     -131.46 
