0        29.43    14.57    7.05     0.55     -41.30   -23.32   -54.34   -20.01   -0.76    -0.07    -0.51    -88.71  
1        29.59    16.32    2.89     0.00     -42.80   -20.66   -50.79   -19.35   -0.31    -0.07    -0.53    -85.71  
2        28.83    20.47    4.34     0.11     -39.88   -21.96   -55.30   -16.68   -0.65    -0.37    -0.58    -81.67  
3        24.23    18.36    5.11     0.72     -40.31   -21.50   -51.32   -19.88   -0.68    -0.06    -0.55    -85.89  
4        28.40    17.18    3.54     0.09     -40.53   -20.90   -52.06   -20.50   0.00     -0.72    -0.69    -86.19  
5        28.72    20.02    3.38     0.13     -42.92   -20.07   -49.03   -16.20   -0.00    -0.07    -0.79    -76.81  
6        21.31    23.50    3.79     1.12     -39.38   -21.00   -55.68   -19.89   -0.48    -0.77    -0.78    -88.26  
7        24.87    14.00    1.93     0.00     -42.87   -20.99   -54.77   -18.93   -0.00    -0.89    -0.54    -98.16  
8        29.58    17.95    2.19     0.86     -49.60   -22.32   -51.29   -18.81   -0.75    -0.07    -0.78    -93.02  
9        25.09    16.33    4.75     0.91     -42.82   -23.97   -53.55   -20.31   -0.37    -0.21    -0.48    -94.63  
10       22.17    18.99    5.60     0.22     -42.82   -20.89   -55.74   -20.32   -0.00    -0.75    -0.82    -94.36  
11       27.18    18.49    4.56     2.01     -43.27   -23.00   -52.58   -18.96   -0.07    -0.07    -0.75    -86.46  
12       25.13    13.70    3.96     0.01     -38.35   -23.56   -53.33   -10.58   -0.83    -0.07    -0.72    -84.64  
13       29.76    24.00    4.26     0.29     -38.87   -19.42   -49.99   -19.30   -0.01    -0.06    -0.73    -70.06  
14       24.89    12.65    3.45     0.03     -43.11   -20.88   -53.74   -19.64   -0.53    -0.11    -0.69    -97.68  
15       28.27    21.35    8.08     0.09     -45.43   -21.31   -55.83   -21.81   -0.00    -0.90    -0.65    -88.14  
16       24.39    17.34    5.80     0.55     -37.88   -22.65   -53.42   -12.92   -0.65    -0.09    -0.62    -80.15  
17       35.10    15.79    4.74     0.03     -40.60   -19.21   -52.46   -20.04   0.00     -0.16    -0.74    -77.55  
18       30.65    13.99    3.81     1.44     -32.45   -19.50   -50.53   -20.57   -0.00    -0.07    -0.69    -73.91  
19       28.72    20.13    5.86     0.12     -48.48   -21.64   -51.48   -19.17   -0.89    -0.57    -0.70    -88.11  
