0        30.29    28.97    9.79     0.88     -54.56   -21.42   -64.60   -10.28   0.00     -1.08    0.47     -81.55  
1        30.30    18.47    7.78     0.49     -52.65   -21.45   -64.87   -0.00    -0.00    -0.77    0.45     -82.25  
2        30.86    20.00    4.36     2.32     -52.53   -22.49   -62.76   -8.02    -0.69    -0.00    0.50     -88.44  
3        20.66    18.24    5.95     0.39     -55.36   -20.22   -57.62   -0.04    0.00     -0.04    0.43     -87.61  
4        25.96    20.43    8.01     0.10     -51.17   -19.49   -60.25   -0.00    0.00     -0.00    0.55     -75.87  
5        26.76    23.37    6.02     0.55     -48.52   -20.57   -69.29   -0.66    0.00     -1.14    0.49     -82.99  
6        25.74    18.78    4.57     0.61     -59.63   -18.99   -56.44   -0.00    0.00     -0.00    0.41     -84.95  
7        24.07    18.12    5.47     1.60     -56.23   -19.67   -64.67   -8.95    0.00     -1.34    0.55     -101.05 
8        23.30    20.50    3.18     0.10     -60.29   -19.74   -61.06   -0.00    0.00     -0.00    0.40     -93.61  
9        29.29    22.94    5.14     0.45     -59.21   -18.32   -70.29   -0.01    0.00     -0.17    0.54     -89.64  
10       30.63    14.98    4.35     0.34     -61.99   -21.90   -70.07   -0.34    0.00     -1.59    0.47     -105.11 
11       18.09    21.84    2.96     1.05     -57.44   -18.22   -55.08   -0.00    0.00     -0.00    0.41     -86.40  
12       26.51    21.99    4.54     0.37     -54.24   -17.07   -53.10   -0.00    0.00     -0.00    0.53     -70.46  
13       33.51    22.26    6.94     1.17     -55.78   -24.09   -61.70   -14.58   -0.69    -1.60    0.45     -94.11  
14       30.21    13.01    5.29     0.97     -55.93   -20.35   -59.99   -0.00    0.00     -0.00    0.48     -86.33  
15       25.16    16.09    4.42     0.10     -57.62   -20.85   -65.86   -0.11    0.00     -2.83    0.44     -101.05 
16       26.72    17.15    7.69     0.62     -59.82   -19.54   -53.55   -0.00    0.00     -0.00    0.40     -80.31  
17       22.53    16.44    5.72     0.53     -55.88   -20.04   -64.16   -0.25    0.00     -0.26    0.48     -94.89  
18       30.48    14.65    6.20     0.01     -52.04   -21.39   -60.34   -7.88    -0.89    -1.97    0.86     -92.29  
19       27.82    18.61    8.43     1.89     -59.98   -18.29   -53.15   -0.00    0.00     -0.00    0.46     -74.22  
