Steps    Con      Chain    Chi      Excluded Rama     Contact  Fragment Beta     Pap      Helical  DH       Total   
0        35.60    17.91    4.76     0.10     -50.42   -19.20   -74.24   -0.02    0.00     -1.45    0.08     -86.89  
1        15.22    17.09    5.02     0.85     -52.87   -22.14   -63.45   -8.64    0.00     -1.23    0.47     -109.69 
2        26.57    16.49    6.48     1.79     -51.48   -27.25   -68.26   -20.03   -7.39    -1.79    0.09     -124.79 
3        32.57    18.83    2.85     1.69     -50.03   -20.98   -77.09   -0.00    0.00     -1.12    -0.20    -93.48  
4        26.88    20.73    7.88     0.08     -54.38   -20.68   -66.59   -0.00    0.00     -0.26    -0.10    -86.44  
5        25.19    16.06    4.90     0.47     -48.19   -23.10   -61.54   -18.60   -0.01    -1.20    -1.18    -107.19 
6        31.58    15.12    7.45     0.03     -51.94   -19.21   -74.87   -0.33    0.00     -1.79    -0.81    -94.77  
7        28.54    19.42    4.32     0.37     -58.25   -19.59   -73.44   -0.03    0.00     -2.35    0.06     -100.95 
8        26.20    23.16    5.83     0.16     -56.28   -20.35   -74.79   -0.29    0.00     -3.53    -0.41    -100.31 
9        23.73    23.28    5.41     1.49     -48.55   -23.23   -63.14   -33.23   -0.00    -2.22    0.21     -116.25 
10       30.31    32.10    6.26     0.54     -44.41   -21.02   -68.45   -0.00    -0.00    -0.04    -0.43    -65.14  
11       25.31    20.95    5.63     4.12     -53.97   -25.13   -70.48   -19.35   -5.20    -1.73    -0.15    -119.99 
12       26.10    18.63    5.22     0.59     -56.16   -18.21   -75.96   -0.02    0.00     -2.85    -0.42    -103.08 
13       27.68    22.30    11.70    0.43     -56.68   -21.91   -74.70   -0.03    0.00     -1.74    -0.53    -93.49  
14       30.35    15.67    7.78     0.38     -43.40   -17.08   -62.64   -0.18    -0.00    -1.17    -0.43    -70.72  
15       23.74    13.33    8.33     0.14     -57.12   -19.25   -76.42   -0.49    0.00     -1.36    0.09     -109.00 
16       23.57    21.67    6.42     2.46     -54.62   -25.15   -71.10   -22.59   -6.68    -1.73    0.46     -127.28 
17       21.15    18.73    2.79     0.41     -53.59   -23.95   -71.20   -11.97   -0.57    -1.23    -0.16    -119.59 
18       25.75    24.39    5.83     0.34     -52.35   -18.63   -70.82   -0.01    0.00     -0.88    -0.10    -86.48  
19       28.18    16.96    3.99     0.71     -51.84   -19.80   -75.37   -0.03    0.00     -1.95    -0.09    -99.25  
