Steps    Con      Chain    Chi      Excluded Rama     Contact  Fragment Beta     Pap      Helical  DH       Total   
0        30.29    18.82    8.49     0.01     -55.05   -18.97   -78.72   -0.00    0.00     -2.59    0.00     -97.73  
1        29.73    14.36    3.95     2.91     -49.68   -19.66   -77.55   -0.00    0.00     -3.72    0.00     -99.67  
2        29.76    20.37    6.56     0.70     -43.17   -18.61   -73.92   -0.51    0.00     -2.00    0.00     -80.82  
3        23.81    15.64    6.91     0.35     -47.52   -17.32   -70.09   -0.31    0.00     -2.71    0.00     -91.25  
4        26.33    19.62    4.86     0.00     -45.88   -19.30   -75.93   -0.00    0.00     -2.68    0.00     -92.97  
5        28.61    11.79    3.78     0.14     -55.49   -19.44   -71.53   -0.61    0.00     -3.06    0.00     -105.80 
6        26.10    19.41    7.67     0.05     -45.52   -17.83   -74.28   -0.01    0.00     -2.33    0.00     -86.73  
7        21.13    25.77    4.18     0.81     -53.21   -18.85   -74.06   -0.82    0.00     -3.98    0.00     -99.03  
8        23.77    15.33    5.65     0.03     -45.12   -17.60   -76.06   -0.08    0.00     -2.82    0.00     -96.90  
9        30.21    16.40    4.16     0.00     -51.25   -19.57   -74.36   -0.00    0.00     -1.96    0.00     -96.36  
10       24.35    18.74    3.41     0.01     -52.83   -18.79   -73.78   -0.00    0.00     -1.80    0.00     -100.70 
11       25.60    20.35    6.60     0.62     -51.88   -18.61   -69.82   -0.55    0.00     -2.14    0.00     -89.82  
12       26.18    17.77    5.06     0.25     -50.87   -19.18   -74.91   -0.00    0.00     -2.78    0.00     -98.48  
13       23.64    17.63    4.83     0.76     -45.33   -20.06   -73.61   -3.69    0.00     -3.79    0.00     -99.64  
14       22.78    20.97    2.80     0.49     -51.89   -18.20   -75.99   -0.02    0.00     -3.18    0.00     -102.25 
15       31.51    21.58    4.97     0.20     -50.93   -18.64   -77.00   -0.00    0.00     -3.09    0.00     -91.39  
16       25.69    12.18    5.18     0.98     -52.22   -17.44   -76.80   -0.12    0.00     -3.22    0.00     -105.77 
17       30.47    21.87    4.67     1.14     -51.41   -20.35   -73.10   -11.89   0.00     -4.74    0.00     -103.34 
18       24.18    14.56    4.48     1.17     -46.22   -19.97   -75.15   -0.01    0.00     -3.44    0.00     -100.40 
19       20.70    18.12    4.73     2.72     -48.21   -17.92   -72.64   -0.00    0.00     -2.04    0.00     -94.53  
