Steps    Con      Chain    Chi      Excluded Rama     Contact  Fragment Beta     Pap      Helical  DH       Total   
0        1159.79  876.84   218.80   69.21    -2275.32 -1525.26 -5675.95 -394.01  -154.23  -121.06  -14.98   -7836.18
1        1138.24  894.28   223.59   70.78    -2289.79 -1522.34 -5667.26 -404.75  -150.48  -114.70  -14.69   -7837.13
2        1147.00  882.99   217.00   77.05    -2279.31 -1508.69 -5665.48 -399.63  -152.17  -115.56  -14.59   -7811.39
3        1208.58  871.16   205.31   76.90    -2248.21 -1516.93 -5677.51 -382.24  -151.91  -116.40  -15.49   -7746.73
4        1239.32  864.94   215.38   84.95    -2273.14 -1510.61 -5672.82 -411.18  -150.23  -116.37  -14.59   -7744.36
5        1211.64  866.10   210.66   82.64    -2243.62 -1507.24 -5668.31 -401.29  -150.33  -124.67  -13.94   -7738.36
6        1207.17  851.59   225.91   68.41    -2289.02 -1514.53 -5675.23 -383.89  -150.28  -117.95  -14.75   -7792.56
7        1200.06  872.60   220.86   91.17    -2263.96 -1531.49 -5655.69 -403.21  -158.17  -119.05  -14.44   -7761.31
8        1216.66  900.55   216.26   70.82    -2264.05 -1514.30 -5671.75 -359.42  -151.37  -116.38  -15.49   -7688.46
9        1221.98  877.59   220.36   66.98    -2302.58 -1515.80 -5670.52 -384.55  -152.41  -116.24  -15.60   -7770.80
10       1243.54  878.12   232.55   75.24    -2258.51 -1524.85 -5660.56 -397.49  -154.20  -121.42  -13.77   -7701.34
11       1214.71  876.24   221.90   75.21    -2245.62 -1506.30 -5668.28 -387.38  -151.73  -120.42  -16.07   -7707.75
12       1190.07  879.88   209.57   75.94    -2272.05 -1528.72 -5678.31 -393.54  -152.71  -119.80  -15.03   -7804.71
13       1208.73  887.63   240.76   86.19    -2254.85 -1515.62 -5672.34 -392.94  -153.46  -120.91  -15.66   -7702.47
14       1179.00  865.39   223.55   74.32    -2257.66 -1518.62 -5682.33 -409.10  -150.67  -117.48  -14.04   -7807.65
15       1199.39  908.10   220.33   63.69    -2265.13 -1519.75 -5672.49 -416.48  -153.05  -120.63  -14.39   -7770.42
16       1171.25  879.62   218.52   84.48    -2278.14 -1498.31 -5673.74 -405.71  -151.59  -118.57  -15.51   -7787.71
17       1189.20  882.64   224.54   71.01    -2278.58 -1514.91 -5669.88 -377.34  -149.67  -116.67  -15.05   -7754.69
18       1216.64  861.46   219.25   93.13    -2261.22 -1524.14 -5669.21 -404.79  -152.15  -124.46  -13.80   -7759.29
19       1190.10  891.43   204.89   68.43    -2283.35 -1507.30 -5667.89 -393.40  -150.75  -120.06  -14.52   -7782.42
